ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_2944-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-used_nodes,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_2944-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-used_gpus,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_2944-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-used_gpu_milli,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_2944-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-total_gpus,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_2944-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-arrived_gpu_milli
841,3236,2922550,6212,2922550
841,3236,2923550,6212,2923550
841,3236,2924550,6212,2924550
842,3244,2932550,6212,2932550
842,3244,2932550,6212,2932550
842,3244,2933550,6212,2933550
842,3244,2933550,6212,2933550
842,3244,2934550,6212,2934550
843,3252,2935200,6212,2935200
843,3252,2936010,6212,2936010
843,3252,2936820,6212,2936820
843,3252,2937820,6212,2937820
843,3252,2938820,6212,2938820
843,3252,2939820,6212,2939820
843,3252,2940190,6212,2940190
843,3252,2940420,6212,2940420
843,3252,2941420,6212,2941420
843,3252,2942420,6212,2942420
844,3260,2943230,6212,2943230
844,3260,2944040,6212,2944040
844,3260,2945040,6212,2945040
844,3260,2946040,6212,2946040
844,3260,2947040,6212,2947040
844,3260,2947360,6212,2947360
844,3260,2948360,6212,2948360
844,3260,2948910,6212,2948910
844,3260,2949910,6212,2949910
845,3268,2950910,6212,2950910
846,3276,2951500,6212,2951500
846,3276,2952500,6212,2952500
846,3276,2953500,6212,2953500
846,3276,2954500,6212,2954500
846,3276,2955500,6212,2955500
846,3276,2956500,6212,2956500
846,3276,2957310,6212,2957310
846,3276,2958120,6212,2958120
846,3276,2959120,6212,2959120
846,3276,2960120,6212,2960120
846,3276,2960590,6212,2960590
846,3276,2961070,6212,2961070
846,3276,2961660,6212,2961660
846,3276,2962660,6212,2962660
846,3276,2963030,6212,2963030
846,3276,2964030,6212,2964030
846,3276,2965030,6212,2965030
847,3284,2965840,6212,2965840
847,3284,2966840,6212,2966840
847,3284,2966840,6212,2966840
847,3284,2967650,6212,2967650
847,3284,2968650,6212,2968650
847,3284,2969120,6212,2969120
847,3284,2970120,6212,2970120
847,3284,2970770,6212,2970770
847,3284,2971770,6212,2971770
847,3284,2971770,6212,2971770
848,3292,2972770,6212,2972770
848,3292,2973770,6212,2973770
848,3292,2974240,6212,2974240
848,3292,2975240,6212,2975240
848,3292,2975460,6212,2975460
848,3292,2976460,6212,2976460
848,3292,2977270,6212,2977270
848,3292,2977590,6212,2977590
848,3292,2977590,6212,2977590
848,3292,2978590,6212,2978590
848,3292,2979590,6212,2979590
848,3292,2980590,6212,2980590
849,3300,2981060,6212,2981060
849,3300,2982060,6212,2982060
849,3300,2983060,6212,2983060
849,3300,2984060,6212,2984060
849,3300,2984870,6212,2984870
849,3300,2985870,6212,2985870
849,3300,2986870,6212,2986870
849,3300,2987340,6212,2987340
849,3300,2987660,6212,2987660
850,3308,2988660,6212,2988660
850,3308,2989660,6212,2989660
850,3308,2990470,6212,2990470
850,3308,2991470,6212,2991470
850,3308,2992470,6212,2992470
850,3308,2993470,6212,2993470
850,3308,2993940,6212,2993940
850,3308,2994750,6212,2994750
850,3308,2995750,6212,2995750
851,3316,2996070,6212,2996070
852,3324,2997070,6212,2997070
852,3324,2998070,6212,2998070
852,3324,2999070,6212,2999070
852,3324,3000070,6212,3000070
852,3324,3001070,6212,3001070
852,3324,3002070,6212,3002070
852,3324,3002880,6212,3002880
852,3324,3002880,6212,3002880
852,3324,3002990,6212,3002990
852,3324,3003990,6212,3003990
852,3324,3003990,6212,3003990
852,3324,3004990,6212,3004990
852,3324,3004990,6212,3004990
852,3324,3005310,6212,3005310
852,3324,3006310,6212,3006310
852,3324,3007310,6212,3007310
852,3324,3008310,6212,3008310
852,3324,3009310,6212,3009310
852,3324,3010310,6212,3010310
852,3324,3010630,6212,3010630
852,3324,3011630,6212,3011630
853,3332,3012100,6212,3012100
853,3332,3013100,6212,3013100
853,3332,3013910,6212,3013910
853,3332,3014910,6212,3014910
853,3332,3015560,6212,3015560
853,3332,3016030,6212,3016030
853,3332,3016500,6212,3016500
853,3332,3016500,6212,3016500
853,3332,3016500,6212,3016500
853,3332,3017500,6212,3017500
853,3332,3018310,6212,3018310
854,3340,3019120,6212,3019120
854,3340,3019470,6212,3019470
854,3340,3019470,6212,3019470
854,3340,3020280,6212,3020280
854,3340,3021280,6212,3021280
854,3340,3022280,6212,3022280
854,3340,3023280,6212,3023280
854,3340,3024280,6212,3024280
854,3340,3025090,6212,3025090
854,3340,3026090,6212,3026090
854,3340,3026250,6212,3026250
854,3340,3026720,6212,3026720
855,3348,3027720,6212,3027720
855,3348,3028530,6212,3028530
855,3348,3029530,6212,3029530
855,3348,3030000,6212,3030000
855,3348,3030000,6212,3030000
855,3348,3030810,6212,3030810
855,3348,3031130,6212,3031130
855,3348,3031720,6212,3031720
855,3348,3032720,6212,3032720
855,3348,3033720,6212,3033720
856,3356,3034530,6212,3034530
856,3356,3035530,6212,3035530
856,3356,3035990,6212,3035990
856,3356,3036800,6212,3036800
856,3356,3036800,6212,3036800
856,3356,3037800,6212,3037800
856,3356,3038800,6212,3038800
856,3356,3039260,6212,3039260
856,3356,3040070,6212,3040070
856,3356,3041070,6212,3041070
857,3364,3042070,6212,3042070
857,3364,3043070,6212,3043070
857,3364,3044070,6212,3044070
857,3364,3044620,6212,3044620
857,3364,3045430,6212,3045430
857,3364,3046430,6212,3046430
857,3364,3046750,6212,3046750
857,3364,3047750,6212,3047750
857,3364,3048750,6212,3048750
858,3372,3049750,6212,3049750
858,3372,3050750,6212,3050750
858,3372,3051210,6212,3051210
858,3372,3051800,6212,3051800
858,3372,3051800,6212,3051800
858,3372,3052800,6212,3052800
858,3372,3053800,6212,3053800
858,3372,3054800,6212,3054800
858,3372,3055800,6212,3055800
858,3372,3056800,6212,3056800
859,3380,3057800,6212,3057800
859,3380,3058610,6212,3058610
859,3380,3059080,6212,3059080
859,3380,3059550,6212,3059550
859,3380,3060550,6212,3060550
859,3380,3060770,6212,3060770
859,3380,3061240,6212,3061240
859,3380,3062240,6212,3062240
859,3380,3063240,6212,3063240
859,3380,3063710,6212,3063710
859,3380,3064710,6212,3064710
860,3388,3065710,6212,3065710
860,3388,3066180,6212,3066180
860,3388,3067180,6212,3067180
860,3388,3067990,6212,3067990
860,3388,3068990,6212,3068990
860,3388,3069460,6212,3069460
860,3388,3070460,6212,3070460
860,3388,3070930,6212,3070930
860,3388,3071740,6212,3071740
861,3396,3072740,6212,3072740
861,3396,3073550,6212,3073550
861,3396,3074550,6212,3074550
861,3396,3074550,6212,3074550
861,3396,3074550,6212,3074550
861,3396,3075010,6212,3075010
861,3396,3076010,6212,3076010
861,3396,3077010,6212,3077010
861,3396,3077820,6212,3077820
861,3396,3078470,6212,3078470
861,3396,3079470,6212,3079470
862,3404,3079940,6212,3079940
862,3404,3080940,6212,3080940
862,3404,3081940,6212,3081940
862,3404,3082400,6212,3082400
862,3404,3082870,6212,3082870
862,3404,3083680,6212,3083680
862,3404,3084680,6212,3084680
862,3404,3085490,6212,3085490
862,3404,3085950,6212,3085950
862,3404,3086950,6212,3086950
863,3412,3087420,6212,3087420
863,3412,3088420,6212,3088420
863,3412,3088880,6212,3088880
863,3412,3089200,6212,3089200
863,3412,3089520,6212,3089520
863,3412,3090520,6212,3090520
863,3412,3091330,6212,3091330
863,3412,3091330,6212,3091330
863,3412,3092330,6212,3092330
863,3412,3093330,6212,3093330
863,3412,3094330,6212,3094330
863,3412,3095330,6212,3095330
863,3412,3095330,6212,3095330
864,3420,3096330,6212,3096330
865,3428,3096980,6212,3096980
865,3428,3097790,6212,3097790
865,3428,3098790,6212,3098790
865,3428,3099260,6212,3099260
865,3428,3100260,6212,3100260
865,3428,3101070,6212,3101070
865,3428,3101880,6212,3101880
865,3428,3102880,6212,3102880
865,3428,3103200,6212,3103200
865,3428,3103850,6212,3103850
865,3428,3104660,6212,3104660
865,3428,3105660,6212,3105660
865,3428,3106130,6212,3106130
865,3428,3107130,6212,3107130
865,3428,3108130,6212,3108130
865,3428,3109130,6212,3109130
865,3428,3110130,6212,3110130
866,3436,3118130,6212,3118130
867,3444,3118780,6212,3118780
867,3444,3119780,6212,3119780
867,3444,3120590,6212,3120590
867,3444,3121590,6212,3121590
867,3444,3122140,6212,3122140
867,3444,3122950,6212,3122950
867,3444,3123950,6212,3123950
867,3444,3124950,6212,3124950
868,3452,3125950,6212,3125950
868,3452,3126950,6212,3126950
868,3452,3127950,6212,3127950
868,3452,3128420,6212,3128420
868,3452,3128890,6212,3128890
868,3452,3129890,6212,3129890
868,3452,3130890,6212,3130890
868,3452,3131360,6212,3131360
868,3452,3131680,6212,3131680
868,3452,3132150,6212,3132150
869,3460,3132960,6212,3132960
869,3460,3132960,6212,3132960
869,3460,3133960,6212,3133960
869,3460,3134430,6212,3134430
869,3460,3135240,6212,3135240
869,3460,3136240,6212,3136240
869,3460,3137240,6212,3137240
869,3460,3138240,6212,3138240
869,3460,3139240,6212,3139240
870,3468,3140240,6212,3140240
870,3468,3141240,6212,3141240
870,3468,3142240,6212,3142240
870,3468,3143240,6212,3143240
870,3468,3144240,6212,3144240
870,3468,3145240,6212,3145240
870,3468,3146240,6212,3146240
870,3468,3147240,6212,3147240
870,3468,3147240,6212,3147240
871,3476,3148240,6212,3148240
871,3476,3148890,6212,3148890
871,3476,3149890,6212,3149890
871,3476,3150890,6212,3150890
871,3476,3151700,6212,3151700
871,3476,3152350,6212,3152350
871,3476,3152900,6212,3152900
871,3476,3153900,6212,3153900
872,3484,3154900,6212,3154900
872,3484,3155900,6212,3155900
872,3484,3156900,6212,3156900
872,3484,3157900,6212,3157900
872,3484,3158900,6212,3158900
872,3484,3159900,6212,3159900
872,3484,3160900,6212,3160900
872,3484,3160900,6212,3160900
872,3484,3161370,6212,3161370
872,3484,3162180,6212,3162180
873,3492,3162650,6212,3162650
873,3492,3163650,6212,3163650
873,3492,3164650,6212,3164650
873,3492,3165650,6212,3165650
873,3492,3166120,6212,3166120
873,3492,3167120,6212,3167120
873,3492,3167930,6212,3167930
873,3492,3168930,6212,3168930
873,3492,3169930,6212,3169930
874,3500,3170400,6212,3170400
874,3500,3171400,6212,3171400
874,3500,3171720,6212,3171720
874,3500,3172720,6212,3172720
874,3500,3172880,6212,3172880
874,3500,3172880,6212,3172880
874,3500,3173880,6212,3173880
874,3500,3174690,6212,3174690
874,3500,3176690,6212,3176690
874,3500,3177690,6212,3177690
874,3500,3177690,6212,3177690
874,3500,3178160,6212,3178160
875,3508,3186160,6212,3186160
876,3516,3186750,6212,3186750
876,3516,3187560,6212,3187560
877,3524,3188560,6212,3188560
877,3524,3189560,6212,3189560
877,3524,3190560,6212,3190560
877,3524,3191370,6212,3191370
877,3524,3192370,6212,3192370
877,3524,3193370,6212,3193370
877,3524,3194370,6212,3194370
877,3524,3195370,6212,3195370
877,3524,3195690,6212,3195690
877,3524,3196010,6212,3196010
877,3524,3197010,6212,3197010
877,3524,3197560,6212,3197560
877,3524,3197560,6212,3197560
877,3524,3198560,6212,3198560
877,3524,3199560,6212,3199560
877,3524,3200560,6212,3200560
878,3532,3201560,6212,3201560
878,3532,3202560,6212,3202560
878,3532,3203370,6212,3203370
878,3532,3204370,6212,3204370
878,3532,3204960,6212,3204960
878,3532,3205770,6212,3205770
878,3532,3206770,6212,3206770
878,3532,3206770,6212,3206770
878,3532,3206990,6212,3206990
878,3532,3207990,6212,3207990
879,3540,3208800,6212,3208800
879,3540,3209270,6212,3209270
879,3540,3210270,6212,3210270
879,3540,3211270,6212,3211270
879,3540,3212270,6212,3212270
879,3540,3213270,6212,3213270
879,3540,3214270,6212,3214270
879,3540,3214920,6212,3214920
879,3540,3215240,6212,3215240
879,3540,3215560,6212,3215560
880,3548,3216370,6212,3216370
880,3548,3217180,6212,3217180
880,3548,3218180,6212,3218180
880,3548,3219180,6212,3219180
880,3548,3220180,6212,3220180
880,3548,3220640,6212,3220640
880,3548,3220640,6212,3220640
880,3548,3221110,6212,3221110
880,3548,3221110,6212,3221110
880,3548,3222110,6212,3222110
880,3548,3222920,6212,3222920
881,3556,3223920,6212,3223920
881,3556,3224920,6212,3224920
881,3556,3225920,6212,3225920
881,3556,3226140,6212,3226140
881,3556,3227140,6212,3227140
881,3556,3228140,6212,3228140
881,3556,3228600,6212,3228600
881,3556,3228920,6212,3228920
881,3556,3229920,6212,3229920
881,3556,3230730,6212,3230730
881,3556,3231200,6212,3231200
881,3556,3231200,6212,3231200
881,3556,3232200,6212,3232200
881,3556,3232200,6212,3232200
882,3564,3233200,6212,3233200
882,3564,3234200,6212,3234200
882,3564,3234360,6212,3234360
882,3564,3235360,6212,3235360
882,3564,3235360,6212,3235360
882,3564,3236360,6212,3236360
882,3564,3237360,6212,3237360
882,3564,3238170,6212,3238170
882,3564,3239170,6212,3239170
882,3564,3240170,6212,3240170
883,3572,3240980,6212,3240980
883,3572,3241450,6212,3241450
883,3572,3242450,6212,3242450
883,3572,3243260,6212,3243260
883,3572,3244070,6212,3244070
883,3572,3245070,6212,3245070
883,3572,3245660,6212,3245660
883,3572,3246470,6212,3246470
883,3572,3247470,6212,3247470
883,3572,3247470,6212,3247470
884,3580,3248470,6212,3248470
884,3580,3248470,6212,3248470
884,3580,3249470,6212,3249470
884,3580,3250470,6212,3250470
884,3580,3251280,6212,3251280
884,3580,3252090,6212,3252090
884,3580,3252410,6212,3252410
885,3588,3260410,6212,3260410
885,3588,3261410,6212,3261410
885,3588,3262220,6212,3262220
885,3588,3262690,6212,3262690
886,3596,3263500,6212,3263500
886,3596,3264310,6212,3264310
886,3596,3265310,6212,3265310
886,3596,3265310,6212,3265310
886,3596,3266310,6212,3266310
886,3596,3266530,6212,3266530
886,3596,3267340,6212,3267340
886,3596,3267890,6212,3267890
886,3596,3268890,6212,3268890
886,3596,3269890,6212,3269890
886,3596,3269890,6212,3269890
886,3596,3270210,6212,3270210
887,3604,3271210,6212,3271210
887,3604,3272210,6212,3272210
887,3604,3273210,6212,3273210
887,3604,3274210,6212,3274210
887,3604,3275210,6212,3275210
887,3604,3275530,6212,3275530
887,3604,3276530,6212,3276530
887,3604,3277530,6212,3277530
888,3612,3278530,6212,3278530
888,3612,3278640,6212,3278640
888,3612,3279640,6212,3279640
888,3612,3280110,6212,3280110
888,3612,3281110,6212,3281110
888,3612,3282110,6212,3282110
888,3612,3283110,6212,3283110
888,3612,3284110,6212,3284110
888,3612,3285110,6212,3285110
889,3620,3286110,6212,3286110
889,3620,3286580,6212,3286580
889,3620,3287580,6212,3287580
889,3620,3288580,6212,3288580
889,3620,3289580,6212,3289580
889,3620,3290390,6212,3290390
889,3620,3291390,6212,3291390
889,3620,3291860,6212,3291860
889,3620,3292670,6212,3292670
889,3620,3293320,6212,3293320
890,3628,3294320,6212,3294320
890,3628,3295320,6212,3295320
890,3628,3295790,6212,3295790
890,3628,3296790,6212,3296790
890,3628,3297260,6212,3297260
890,3628,3298260,6212,3298260
890,3628,3299260,6212,3299260
890,3628,3299260,6212,3299260
890,3628,3300260,6212,3300260
890,3628,3301260,6212,3301260
891,3636,3302260,6212,3302260
891,3636,3303260,6212,3303260
891,3636,3304260,6212,3304260
891,3636,3305260,6212,3305260
891,3636,3306260,6212,3306260
891,3636,3306720,6212,3306720
891,3636,3307720,6212,3307720
891,3636,3308530,6212,3308530
892,3644,3309530,6212,3309530
892,3644,3309530,6212,3309530
892,3644,3310530,6212,3310530
892,3644,3311530,6212,3311530
892,3644,3312180,6212,3312180
892,3644,3313180,6212,3313180
892,3644,3313830,6212,3313830
892,3644,3314300,6212,3314300
892,3644,3315300,6212,3315300
893,3652,3316300,6212,3316300
893,3652,3316620,6212,3316620
893,3652,3317620,6212,3317620
893,3652,3318620,6212,3318620
893,3652,3319090,6212,3319090
893,3652,3320090,6212,3320090
893,3652,3321090,6212,3321090
893,3652,3322090,6212,3322090
893,3652,3323090,6212,3323090
894,3660,3323560,6212,3323560
894,3660,3323790,6212,3323790
894,3660,3324440,6212,3324440
894,3660,3325250,6212,3325250
894,3660,3326250,6212,3326250
894,3660,3327250,6212,3327250
894,3660,3328060,6212,3328060
894,3660,3329060,6212,3329060
894,3660,3330060,6212,3330060
895,3668,3331060,6212,3331060
895,3668,3331870,6212,3331870
895,3668,3332870,6212,3332870
895,3668,3333190,6212,3333190
895,3668,3333660,6212,3333660
895,3668,3334660,6212,3334660
895,3668,3335130,6212,3335130
895,3668,3335600,6212,3335600
895,3668,3336600,6212,3336600
895,3668,3337070,6212,3337070
895,3668,3337070,6212,3337070
895,3668,3338070,6212,3338070
896,3676,3339070,6212,3339070
896,3676,3340070,6212,3340070
896,3676,3340540,6212,3340540
896,3676,3341540,6212,3341540
896,3676,3342540,6212,3342540
896,3676,3343540,6212,3343540
896,3676,3344540,6212,3344540
896,3676,3345540,6212,3345540
896,3676,3346540,6212,3346540
897,3684,3347540,6212,3347540
897,3684,3348540,6212,3348540
897,3684,3349540,6212,3349540
897,3684,3350540,6212,3350540
897,3684,3350770,6212,3350770
897,3684,3351770,6212,3351770
897,3684,3352580,6212,3352580
897,3684,3352810,6212,3352810
897,3684,3352810,6212,3352810
898,3692,3353270,6212,3353270
898,3692,3353920,6212,3353920
898,3692,3354390,6212,3354390
898,3692,3355390,6212,3355390
898,3692,3356200,6212,3356200
898,3692,3356670,6212,3356670
898,3692,3357480,6212,3357480
898,3692,3357710,6212,3357710
898,3692,3358520,6212,3358520
898,3692,3359070,6212,3359070
898,3692,3359290,6212,3359290
898,3692,3359610,6212,3359610
899,3700,3360610,6212,3360610
900,3708,3361080,6212,3361080
900,3708,3362080,6212,3362080
900,3708,3362890,6212,3362890
900,3708,3363360,6212,3363360
900,3708,3364360,6212,3364360
900,3708,3365360,6212,3365360
900,3708,3366360,6212,3366360
900,3708,3367360,6212,3367360
900,3708,3367520,6212,3367520
900,3708,3368520,6212,3368520
900,3708,3369520,6212,3369520
900,3708,3370520,6212,3370520
900,3708,3371520,6212,3371520
900,3708,3371990,6212,3371990
900,3708,3372990,6212,3372990
901,3716,3373990,6212,3373990
901,3716,3374990,6212,3374990
901,3716,3375990,6212,3375990
901,3716,3376580,6212,3376580
901,3716,3377580,6212,3377580
901,3716,3378580,6212,3378580
901,3716,3379580,6212,3379580
901,3716,3380580,6212,3380580
902,3724,3381580,6212,3381580
902,3724,3382580,6212,3382580
902,3724,3383580,6212,3383580
902,3724,3384580,6212,3384580
903,3732,3392580,6212,3392580
903,3732,3393580,6212,3393580
903,3732,3394580,6212,3394580
903,3732,3395580,6212,3395580
903,3732,3396390,6212,3396390
903,3732,3396860,6212,3396860
903,3732,3397860,6212,3397860
903,3732,3398670,6212,3398670
903,3732,3398900,6212,3398900
904,3740,3399900,6212,3399900
904,3740,3400900,6212,3400900
904,3740,3401900,6212,3401900
904,3740,3402710,6212,3402710
904,3740,3403710,6212,3403710
904,3740,3404710,6212,3404710
904,3740,3405260,6212,3405260
904,3740,3406260,6212,3406260
905,3748,3406730,6212,3406730
905,3748,3407540,6212,3407540
905,3748,3408540,6212,3408540
905,3748,3409540,6212,3409540
905,3748,3410350,6212,3410350
905,3748,3411350,6212,3411350
905,3748,3412350,6212,3412350
905,3748,3412940,6212,3412940
905,3748,3413940,6212,3413940
906,3756,3414530,6212,3414530
907,3764,3415530,6212,3415530
907,3764,3415750,6212,3415750
907,3764,3415860,6212,3415860
907,3764,3416860,6212,3416860
907,3764,3417670,6212,3417670
907,3764,3417990,6212,3417990
907,3764,3418540,6212,3418540
907,3764,3419540,6212,3419540
907,3764,3420000,6212,3420000
907,3764,3421000,6212,3421000
907,3764,3422000,6212,3422000
907,3764,3422810,6212,3422810
908,3772,3423810,6212,3423810
908,3772,3424620,6212,3424620
908,3772,3425620,6212,3425620
908,3772,3426620,6212,3426620
908,3772,3427430,6212,3427430
908,3772,3427660,6212,3427660
908,3772,3428660,6212,3428660
908,3772,3429660,6212,3429660
908,3772,3430030,6212,3430030
908,3772,3431030,6212,3431030
908,3772,3432030,6212,3432030
908,3772,3433030,6212,3433030
908,3772,3434030,6212,3434030
908,3772,3434500,6212,3434500
908,3772,3435500,6212,3435500
908,3772,3436500,6212,3436500
908,3772,3437500,6212,3437500
908,3772,3437970,6212,3437970
909,3780,3438780,6212,3438780
909,3780,3439430,6212,3439430
909,3780,3440430,6212,3440430
909,3780,3441430,6212,3441430
909,3780,3442430,6212,3442430
909,3780,3443430,6212,3443430
909,3780,3444430,6212,3444430
909,3780,3445430,6212,3445430
909,3780,3445430,6212,3445430
910,3788,3446430,6212,3446430
910,3788,3447430,6212,3447430
910,3788,3448430,6212,3448430
910,3788,3448900,6212,3448900
910,3788,3449900,6212,3449900
910,3788,3450060,6212,3450060
910,3788,3450290,6212,3450290
910,3788,3450760,6212,3450760
910,3788,3450760,6212,3450760
910,3788,3451570,6212,3451570
910,3788,3452570,6212,3452570
910,3788,3453040,6212,3453040
911,3796,3453850,6212,3453850
911,3796,3454850,6212,3454850
911,3796,3455850,6212,3455850
911,3796,3456850,6212,3456850
911,3796,3457310,6212,3457310
911,3796,3457860,6212,3457860
911,3796,3458450,6212,3458450
