ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_12aa-policy_Delay1000desharemd191f-de_share-gs_DelayScore-scmd_191f-origin_milli,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_12aa-policy_Delay1000desharemd191f-de_share-gs_DelayScore-scmd_191f-origin_ratio,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_12aa-policy_Delay1000desharemd191f-de_share-gs_DelayScore-scmd_191f-origin_q124,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_12aa-policy_Delay1000desharemd191f-de_share-gs_DelayScore-scmd_191f-bellman_milli,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_12aa-policy_Delay1000desharemd191f-de_share-gs_DelayScore-scmd_191f-bellman_ratio
301199.53,98.98,85.38,297726.58,97.84
301199.53,98.98,85.38,297726.58,97.84
301199.53,98.98,85.38,297726.58,97.84
301199.53,98.98,85.38,297726.58,97.84
301199.53,98.98,85.38,297726.58,97.84
301199.53,98.98,85.38,297726.58,97.84
301199.53,98.98,85.38,297726.58,97.84
301199.53,98.98,85.38,297726.58,97.84
301199.53,98.98,85.38,297722.74,97.84
301199.53,98.98,85.38,297722.74,97.84
301199.53,98.98,85.38,297722.74,97.84
301199.53,98.98,85.38,297722.74,97.84
301199.53,98.98,85.38,297722.74,97.84
301199.53,98.98,85.38,297722.74,97.84
301199.53,98.98,85.38,297722.74,97.84
301199.53,98.98,85.38,297722.74,97.84
301199.53,98.98,85.38,297722.74,97.84
301199.53,98.98,85.38,297722.74,97.84
301199.53,98.98,85.38,297722.74,97.84
301199.53,98.98,85.38,297722.74,97.84
301199.53,98.98,85.38,297722.74,97.84
301199.53,98.98,85.38,297722.74,97.84
301199.53,98.98,85.38,297722.74,97.84
301199.53,98.98,85.38,297728.09,97.84
301199.53,98.98,85.38,297728.09,97.84
301199.53,98.98,85.38,297728.09,97.84
301199.53,98.98,85.38,297728.09,97.84
301199.53,98.98,85.38,297728.09,97.84
301199.53,98.98,85.38,297728.09,97.84
301199.53,98.98,85.38,297728.09,97.84
301199.53,98.98,85.38,297728.09,97.84
301199.53,98.98,85.38,297728.09,97.84
301199.53,98.98,85.38,297728.09,97.84
301199.53,98.98,85.38,297728.09,97.84
301199.53,98.98,85.38,297728.09,97.84
301199.53,98.98,85.38,297728.09,97.84
301199.53,98.98,85.38,297728.09,97.84
301199.53,98.98,85.38,297728.09,97.84
301199.53,98.98,85.38,297728.09,97.84
301199.53,98.98,85.38,297728.09,97.84
301199.53,98.98,85.38,297728.09,97.84
301199.53,98.98,85.38,297728.09,97.84
301199.53,98.98,85.38,297728.09,97.84
301199.53,98.98,85.38,297728.09,97.84
301199.53,98.98,85.38,297728.09,97.84
301199.53,98.98,85.38,297728.09,97.84
301199.53,98.98,85.38,297728.09,97.84
301199.53,98.98,85.38,297728.09,97.84
301199.53,98.98,85.38,297728.09,97.84
301199.53,98.98,85.38,297728.09,97.84
301199.53,98.98,85.38,297728.09,97.84
301199.53,98.98,85.38,297728.09,97.84
301199.53,98.98,85.38,297728.09,97.84
301199.53,98.98,85.38,297728.09,97.84
301199.53,98.98,85.38,297728.09,97.84
301199.53,98.98,85.38,297728.09,97.84
301199.53,98.98,85.38,297728.09,97.84
301199.53,98.98,85.38,297764.7,97.85
301199.53,98.98,85.38,297764.7,97.85
301199.53,98.98,85.38,297764.7,97.85
301199.53,98.98,85.38,297764.7,97.85
301199.53,98.98,85.38,297764.7,97.85
301199.53,98.98,85.38,297764.7,97.85
301199.53,98.98,85.38,297764.7,97.85
301199.53,98.98,85.38,297764.7,97.85
301199.53,98.98,85.38,297764.7,97.85
301199.53,98.98,85.38,297764.7,97.85
301199.53,98.98,85.38,297764.7,97.85
301199.53,98.98,85.38,297764.7,97.85
301199.53,98.98,85.38,297764.7,97.85
301199.53,98.98,85.38,297764.7,97.85
301199.53,98.98,85.38,297764.7,97.85
301199.53,98.98,85.38,297764.7,97.85
301199.53,98.98,85.38,297764.7,97.85
301199.53,98.98,85.38,297764.7,97.85
301199.53,98.98,85.38,297764.7,97.85
301199.53,98.98,85.38,297764.7,97.85
301199.53,98.98,85.38,297857.9,97.88
301199.53,98.98,85.38,297857.9,97.88
301199.53,98.98,85.38,297857.9,97.88
301199.53,98.98,85.38,297857.9,97.88
301199.53,98.98,85.38,297857.9,97.88
301199.53,98.98,85.38,297857.9,97.88
301199.53,98.98,85.38,297857.9,97.88
301199.53,98.98,85.38,297857.9,97.88
301199.53,98.98,85.38,297857.9,97.88
301199.53,98.98,85.38,297857.9,97.88
301199.53,98.98,85.38,297857.9,97.88
301199.53,98.98,85.38,297880.3,97.89
301199.53,98.98,85.38,297841.08,97.88
301199.53,98.98,85.38,297841.08,97.88
301199.53,98.98,85.38,297841.08,97.88
301199.53,98.98,85.38,297841.08,97.88
301199.53,98.98,85.38,297841.08,97.88
301199.53,98.98,85.38,297825.76,97.87
301199.53,98.98,85.38,297825.76,97.87
301199.53,98.98,85.38,297825.76,97.87
301199.53,98.98,85.38,297825.76,97.87
301199.53,98.98,85.38,297825.76,97.87
301199.53,98.98,85.38,297825.76,97.87
301199.53,98.98,85.38,297825.76,97.87
301199.53,98.98,85.38,297825.76,97.87
301199.53,98.98,85.38,297825.76,97.87
301199.53,98.98,85.38,297825.76,97.87
301199.53,98.98,85.38,297825.76,97.87
301199.53,98.98,85.38,297825.76,97.87
301199.53,98.98,85.38,297825.76,97.87
301199.53,98.98,85.38,297825.76,97.87
301199.53,98.98,85.38,297825.76,97.87
301199.53,98.98,85.38,297825.76,97.87
301199.53,98.98,85.38,297825.76,97.87
301199.53,98.98,85.38,297825.76,97.87
301199.53,98.98,85.38,297825.76,97.87
301199.53,98.98,85.38,297848.78,97.88
301199.53,98.98,85.38,297848.78,97.88
301199.53,98.98,85.38,297848.78,97.88
301199.53,98.98,85.38,297848.78,97.88
301199.53,98.98,85.38,297848.78,97.88
301199.53,98.98,85.38,297848.78,97.88
301199.53,98.98,85.38,297848.78,97.88
301199.53,98.98,85.38,297848.78,97.88
301199.53,98.98,85.38,297848.78,97.88
301199.53,98.98,85.38,297848.78,97.88
301199.53,98.98,85.38,297848.78,97.88
301199.53,98.98,85.38,297848.78,97.88
301199.53,98.98,85.38,297848.78,97.88
301199.53,98.98,85.38,297848.78,97.88
301199.53,98.98,85.38,297848.78,97.88
301199.53,98.98,85.38,297789.42,97.86
301199.53,98.98,85.38,297789.42,97.86
301199.53,98.98,85.38,297789.42,97.86
301199.53,98.98,85.38,297789.42,97.86
301199.53,98.98,85.38,297789.42,97.86
301199.53,98.98,85.38,297789.42,97.86
301199.53,98.98,85.38,297789.42,97.86
301199.53,98.98,85.38,297808.12,97.87
301199.53,98.98,85.38,297924.18,97.9
301199.53,98.98,85.38,297924.18,97.9
301199.53,98.98,85.38,297924.18,97.9
301199.53,98.98,85.38,297924.18,97.9
301199.53,98.98,85.38,297924.18,97.9
301199.53,98.98,85.38,297924.18,97.9
301199.53,98.98,85.38,297924.18,97.9
301199.53,98.98,85.38,297924.18,97.9
301199.53,98.98,85.38,297924.18,97.9
301199.53,98.98,85.38,297924.18,97.9
301199.53,98.98,85.38,297924.18,97.9
301199.53,98.98,85.38,297924.18,97.9
301199.53,98.98,85.38,297924.18,97.9
301199.53,98.98,85.38,297924.18,97.9
301199.53,98.98,85.38,297924.18,97.9
301199.53,98.98,85.38,297924.18,97.9
301199.53,98.98,85.38,297924.18,97.9
301199.53,98.98,85.38,297924.18,97.9
301043.49,98.98,85.38,297765.3,97.9
301043.49,98.98,85.38,297765.3,97.9
301043.49,98.98,85.38,297765.3,97.9
301043.49,98.98,85.38,297765.33,97.9
301043.49,98.98,85.38,297765.33,97.9
301043.49,98.98,85.38,297765.33,97.9
301043.49,98.98,85.38,297765.33,97.9
301043.49,98.98,85.38,297765.33,97.9
301043.49,98.98,85.38,297765.33,97.9
301043.49,98.98,85.38,297765.33,97.9
301043.49,98.98,85.38,297765.33,97.9
301043.49,98.98,85.38,297765.33,97.9
301043.49,98.98,85.38,297765.33,97.9
301043.49,98.98,85.38,297765.33,97.9
301043.49,98.98,85.38,297765.33,97.9
301043.49,98.98,85.38,297765.33,97.9
301043.49,98.98,85.38,297765.33,97.9
301043.49,98.98,85.38,297765.33,97.9
301043.49,98.98,85.38,297765.33,97.9
301043.49,98.98,85.38,297765.33,97.9
301043.49,98.98,85.38,297765.33,97.9
301043.49,98.98,85.38,297765.33,97.9
301043.49,98.98,85.38,297765.33,97.9
301043.49,98.98,85.38,297765.33,97.9
301043.49,98.98,85.38,297765.33,97.9
301043.49,98.98,85.38,297765.33,97.9
301043.49,98.98,85.38,297765.33,97.9
301043.49,98.98,85.38,297765.33,97.9
301043.49,98.98,85.38,297765.33,97.9
301043.49,98.98,85.38,297765.33,97.9
301043.49,98.98,85.38,297765.33,97.9
301043.49,98.98,85.38,297765.33,97.9
301043.49,98.98,85.38,297765.33,97.9
301043.49,98.98,85.38,297765.33,97.9
301043.49,98.98,85.38,297765.33,97.9
301043.49,98.98,85.38,297765.33,97.9
301043.49,98.98,85.38,297765.33,97.9
301043.49,98.98,85.38,297765.33,97.9
301043.49,98.98,85.38,297765.33,97.9
301043.49,98.98,85.38,297765.33,97.9
301043.49,98.98,85.38,297765.33,97.9
301043.49,98.98,85.38,297765.33,97.9
301043.49,98.98,85.38,297765.33,97.9
301043.49,98.98,85.38,297765.33,97.9
300723.49,98.98,85.38,297445.33,97.9
300723.49,98.98,85.38,297445.33,97.9
300723.49,98.98,85.38,297445.33,97.9
300723.49,98.98,85.38,297445.33,97.9
300723.49,98.98,85.38,297445.33,97.9
300723.49,98.98,85.38,297445.33,97.9
300723.49,98.98,85.38,297445.33,97.9
300723.49,98.98,85.38,297445.33,97.9
300723.49,98.98,85.38,297445.33,97.9
300723.49,98.98,85.38,297445.33,97.9
300723.49,98.98,85.38,297445.33,97.9
300723.49,98.98,85.38,297445.33,97.9
300723.49,98.98,85.38,297445.33,97.9
300723.49,98.98,85.38,297445.33,97.9
300723.49,98.98,85.38,297445.33,97.9
300723.49,98.98,85.38,297445.33,97.9
300723.49,98.98,85.38,297445.33,97.9
300723.49,98.98,85.38,297445.33,97.9
300723.49,98.98,85.38,297445.33,97.9
300723.49,98.98,85.38,297445.33,97.9
300723.49,98.98,85.38,297445.33,97.9
300723.49,98.98,85.38,297445.33,97.9
300723.49,98.98,85.38,297445.33,97.9
300723.49,98.98,85.38,297445.33,97.9
300723.49,98.98,85.38,297445.33,97.9
300723.49,98.98,85.38,297445.33,97.9
300723.49,98.98,85.38,297445.33,97.9
300723.49,98.98,85.38,297445.33,97.9
300723.49,98.98,85.38,297445.33,97.9
300403.49,98.98,85.38,297125.33,97.9
300403.49,98.98,85.38,297125.33,97.9
300403.49,98.98,85.38,297125.33,97.9
300403.49,98.98,85.38,297125.33,97.9
300403.49,98.98,85.38,297125.33,97.9
300403.49,98.98,85.38,297125.33,97.9
300403.49,98.98,85.38,297125.33,97.9
300403.49,98.98,85.38,297125.33,97.9
300403.49,98.98,85.38,297125.33,97.9
300403.49,98.98,85.38,297125.33,97.9
300403.49,98.98,85.38,297125.33,97.9
300403.49,98.98,85.38,297125.33,97.9
300403.49,98.98,85.38,297125.33,97.9
300403.49,98.98,85.38,297125.33,97.9
300403.49,98.98,85.38,297125.33,97.9
300403.49,98.98,85.38,297125.33,97.9
300403.49,98.98,85.38,297125.33,97.9
300403.49,98.98,85.38,297125.33,97.9
300403.49,98.98,85.38,297125.33,97.9
300403.49,98.98,85.38,297125.33,97.9
300403.49,98.98,85.38,297125.33,97.9
300403.49,98.98,85.38,297125.33,97.9
300403.49,98.98,85.38,297125.33,97.9
300403.49,98.98,85.38,297125.33,97.9
300403.49,98.98,85.38,297125.33,97.9
300403.49,98.98,85.38,297125.33,97.9
300403.49,98.98,85.38,297125.33,97.9
300403.49,98.98,85.38,297125.33,97.9
300403.49,98.98,85.38,297125.33,97.9
300403.49,98.98,85.38,297125.33,97.9
300403.49,98.98,85.38,297125.33,97.9
300403.49,98.98,85.38,297125.33,97.9
300403.49,98.98,85.38,297125.33,97.9
300403.49,98.98,85.38,297125.33,97.9
300403.49,98.98,85.38,297125.33,97.9
300403.49,98.98,85.38,297125.33,97.9
300403.49,98.98,85.38,297125.33,97.9
300403.49,98.98,85.38,297125.33,97.9
300403.49,98.98,85.38,297125.33,97.9
300403.49,98.98,85.38,297125.33,97.9
300403.49,98.98,85.38,297125.33,97.9
300403.49,98.98,85.38,297125.33,97.9
300246.13,98.98,85.38,296968.6,97.9
300246.13,98.98,85.38,296968.6,97.9
300246.13,98.98,85.38,296968.6,97.9
300246.13,98.98,85.38,296968.6,97.9
300246.13,98.98,85.38,296968.6,97.9
300246.13,98.98,85.38,296968.6,97.9
300246.13,98.98,85.38,296968.6,97.9
300246.13,98.98,85.38,296968.6,97.9
300246.13,98.98,85.38,296968.6,97.9
300246.13,98.98,85.38,296968.6,97.9
300246.13,98.98,85.38,296968.6,97.9
300246.13,98.98,85.38,296968.6,97.9
300246.13,98.98,85.38,296968.6,97.9
300246.13,98.98,85.38,296968.6,97.9
300246.13,98.98,85.38,296968.6,97.9
300246.13,98.98,85.38,296968.6,97.9
300246.13,98.98,85.38,296968.6,97.9
300246.13,98.98,85.38,296968.6,97.9
300246.13,98.98,85.38,296968.6,97.9
300246.13,98.98,85.38,296968.6,97.9
300246.13,98.98,85.38,296968.6,97.9
300246.13,98.98,85.38,296968.6,97.9
300246.13,98.98,85.38,296968.6,97.9
300246.13,98.98,85.38,296968.6,97.9
300246.13,98.98,85.38,296968.6,97.9
300246.13,98.98,85.38,297027.67,97.92
300246.13,98.98,85.38,297027.67,97.92
300246.13,98.98,85.38,297027.67,97.92
300246.13,98.98,85.38,297027.67,97.92
300246.13,98.98,85.38,297027.67,97.92
300246.13,98.98,85.38,297027.67,97.92
300246.13,98.98,85.38,297027.67,97.92
300246.13,98.98,85.38,297027.67,97.92
300246.13,98.98,85.38,297027.67,97.92
300246.13,98.98,85.38,297027.67,97.92
300246.13,98.98,85.38,297027.67,97.92
300246.13,98.98,85.38,297027.67,97.92
300246.13,98.98,85.38,297027.67,97.92
300246.13,98.98,85.38,297027.67,97.92
300246.13,98.98,85.38,297027.67,97.92
300246.13,98.98,85.38,297027.67,97.92
300246.13,98.98,85.38,297027.67,97.92
300246.13,98.98,85.38,297027.67,97.92
300246.13,98.98,85.38,297027.67,97.92
300246.13,98.98,85.38,297027.67,97.92
300246.13,98.98,85.38,297027.67,97.92
300246.13,98.98,85.38,297027.67,97.92
300246.13,98.98,85.38,297027.67,97.92
300246.13,98.98,85.38,297027.67,97.92
300246.13,98.98,85.38,297027.67,97.92
300246.13,98.98,85.38,297027.67,97.92
300246.13,98.98,85.38,297027.67,97.92
300246.13,98.98,85.38,297027.67,97.92
300246.13,98.98,85.38,297027.67,97.92
300246.13,98.98,85.38,297027.67,97.92
300246.13,98.98,85.38,297027.67,97.92
300246.13,98.98,85.38,297027.67,97.92
300246.13,98.98,85.38,297027.67,97.92
300246.13,98.98,85.38,297027.67,97.92
300246.13,98.98,85.38,297027.67,97.92
300246.13,98.98,85.38,297027.67,97.92
300246.13,98.98,85.38,297027.67,97.92
300246.13,98.98,85.38,297027.67,97.92
300246.13,98.98,85.38,297027.67,97.92
300246.13,98.98,85.38,297027.67,97.92
300246.13,98.98,85.38,297027.67,97.92
300246.13,98.98,85.38,297027.67,97.92
300246.13,98.98,85.38,297027.67,97.92
300246.13,98.98,85.38,297027.67,97.92
300246.13,98.98,85.38,297027.67,97.92
300246.13,98.98,85.38,297027.67,97.92
300246.13,98.98,85.38,297027.67,97.92
300246.13,98.98,85.38,297027.67,97.92
300246.13,98.98,85.38,297027.67,97.92
300246.13,98.98,85.38,297027.67,97.92
300246.13,98.98,85.38,297027.67,97.92
300246.13,98.98,85.38,297027.67,97.92
300246.13,98.98,85.38,297027.67,97.92
300246.13,98.98,85.38,297027.67,97.92
300246.13,98.98,85.38,297027.67,97.92
300246.13,98.98,85.38,297027.67,97.92
300246.13,98.98,85.38,297027.67,97.92
300246.13,98.98,85.38,297027.67,97.92
300246.13,98.98,85.38,297027.67,97.92
300246.13,98.98,85.38,297027.67,97.92
300246.13,98.98,85.38,297053.3,97.93
300246.13,98.98,85.38,297053.3,97.93
300246.13,98.98,85.38,297053.3,97.93
300246.13,98.98,85.38,297053.3,97.93
300246.13,98.98,85.38,297053.3,97.93
300246.13,98.98,85.38,297053.3,97.93
300246.13,98.98,85.38,297053.3,97.93
300246.13,98.98,85.38,297053.3,97.93
300087.45,98.98,85.38,296894.62,97.93
300087.45,98.98,85.38,296894.62,97.93
300087.45,98.98,85.38,296894.62,97.93
299978.78,98.98,85.38,296785.94,97.93
299978.78,98.98,85.38,296785.94,97.93
299978.78,98.98,85.38,296785.94,97.93
299978.78,98.98,85.38,296785.94,97.93
299978.78,98.98,85.38,296785.94,97.93
299978.78,98.98,85.38,296785.94,97.93
299978.78,98.98,85.38,296785.94,97.93
299978.78,98.98,85.38,296785.94,97.93
299978.78,98.98,85.38,296785.94,97.93
299978.78,98.98,85.38,296785.94,97.93
299978.78,98.98,85.38,296785.94,97.93
299978.78,98.98,85.38,296770.64,97.92
299978.78,98.98,85.38,296770.64,97.92
299978.78,98.98,85.38,296770.64,97.92
299978.78,98.98,85.38,296770.64,97.92
299978.78,98.98,85.38,296770.64,97.92
299978.78,98.98,85.38,296770.64,97.92
299978.78,98.98,85.38,296770.64,97.92
299978.78,98.98,85.38,296770.64,97.92
299978.78,98.98,85.38,296770.64,97.92
299978.78,98.98,85.38,296770.64,97.92
299978.78,98.98,85.38,296770.64,97.92
299978.78,98.98,85.38,296770.64,97.92
299978.78,98.98,85.38,296770.64,97.92
299978.78,98.98,85.38,296770.64,97.92
299978.78,98.98,85.38,296770.64,97.92
299978.78,98.98,85.38,296770.64,97.92
299978.78,98.98,85.38,296770.64,97.92
299978.78,98.98,85.38,296770.64,97.92
299820.1,98.98,85.38,296611.97,97.92
299820.1,98.98,85.38,296611.97,97.92
299820.1,98.98,85.38,296611.97,97.92
299820.1,98.98,85.38,296611.97,97.92
299820.1,98.98,85.38,296611.97,97.92
299820.1,98.98,85.38,296611.97,97.92
299820.1,98.98,85.38,296611.97,97.92
299820.1,98.98,85.38,296611.97,97.92
299820.1,98.98,85.38,296611.97,97.92
299820.1,98.98,85.38,296611.97,97.92
299820.1,98.98,85.38,296611.97,97.92
299820.1,98.98,85.38,296611.97,97.92
299820.1,98.98,85.38,296635.35,97.93
299820.1,98.98,85.38,296635.35,97.93
299820.1,98.98,85.38,296635.35,97.93
299820.1,98.98,85.38,296635.35,97.93
299820.1,98.98,85.38,296635.35,97.93
299820.1,98.98,85.38,296635.35,97.93
299820.1,98.98,85.38,296635.35,97.93
299820.1,98.98,85.38,296635.35,97.93
299820.1,98.98,85.38,296635.35,97.93
299820.1,98.98,85.38,296635.35,97.93
299820.1,98.98,85.38,296635.35,97.93
299820.1,98.98,85.38,296635.35,97.93
299820.1,98.98,85.38,296635.35,97.93
299820.1,98.98,85.38,296635.35,97.93
299820.1,98.98,85.38,296635.55,97.93
299820.1,98.98,85.38,296635.55,97.93
299820.1,98.98,85.38,296635.55,97.93
299820.1,98.98,85.38,296635.55,97.93
299820.1,98.98,85.38,296635.55,97.93
299820.1,98.98,85.38,296635.55,97.93
299820.1,98.98,85.38,296635.55,97.93
299661.42,98.98,85.38,296481.4,97.93
299661.42,98.98,85.38,296481.4,97.93
299661.42,98.98,85.38,296481.4,97.93
299661.42,98.98,85.38,296467.42,97.92
299661.42,98.98,85.38,296467.42,97.92
299661.42,98.98,85.38,296467.42,97.92
299661.42,98.98,85.38,296467.42,97.92
299661.42,98.98,85.38,296467.42,97.92
299661.42,98.98,85.38,296490.8,97.93
299661.42,98.98,85.38,296490.8,97.93
299661.42,98.98,85.38,296490.8,97.93
299661.42,98.98,85.38,296476.82,97.93
299661.42,98.98,85.38,296476.82,97.93
299661.42,98.98,85.38,296476.82,97.93
299661.42,98.98,85.38,296476.82,97.93
299371.42,98.98,85.38,296186.82,97.93
299371.42,98.98,85.38,296186.82,97.93
299371.42,98.98,85.38,296186.82,97.93
299371.42,98.98,85.38,296186.82,97.93
299371.42,98.98,85.38,296186.82,97.93
299371.42,98.98,85.38,296186.82,97.93
299371.42,98.98,85.38,296186.82,97.93
299212.74,98.98,85.38,296028.14,97.93
299212.74,98.98,85.38,296028.14,97.93
299212.74,98.98,85.38,296044.54,97.93
299212.74,98.98,85.38,296062.5,97.94
299212.74,98.98,85.38,296062.5,97.94
299212.74,98.98,85.38,296062.5,97.94
299212.74,98.98,85.38,296062.5,97.94
299212.74,98.98,85.38,296062.5,97.94
299212.74,98.98,85.38,296078.9,97.94
299212.74,98.98,85.38,296093.28,97.95
299212.74,98.98,85.38,296092.27,97.95
299212.74,98.98,85.38,296092.27,97.95
299212.74,98.98,85.38,296092.27,97.95
299212.74,98.98,85.38,296092.27,97.95
299212.74,98.98,85.38,296092.27,97.95
299212.74,98.98,85.38,296092.27,97.95
299212.74,98.98,85.38,296092.27,97.95
299212.74,98.98,85.38,296092.47,97.95
299212.74,98.98,85.38,296092.47,97.95
299212.74,98.98,85.38,296092.47,97.95
299212.74,98.98,85.38,296092.47,97.95
299212.74,98.98,85.38,296118.17,97.96
299212.74,98.98,85.38,296118.17,97.96
299212.74,98.98,85.38,296118.17,97.96
299212.74,98.98,85.38,296118.17,97.96
299212.74,98.98,85.38,296118.17,97.96
299212.74,98.98,85.38,296118.17,97.96
299212.74,98.98,85.38,296118.17,97.96
299212.74,98.98,85.38,296118.17,97.96
299212.74,98.98,85.38,296118.17,97.96
299212.74,98.98,85.38,296118.17,97.96
299212.74,98.98,85.38,296118.17,97.96
299212.74,98.98,85.38,296118.17,97.96
299212.74,98.98,85.38,296132.52,97.96
299212.74,98.98,85.38,296132.52,97.96
299212.74,98.98,85.38,296132.52,97.96
299212.74,98.98,85.38,296132.52,97.96
299212.74,98.98,85.38,296132.52,97.96
299212.74,98.98,85.38,296132.73,97.96
299212.74,98.98,85.38,296132.73,97.96
299212.74,98.98,85.38,296132.73,97.96
299212.74,98.98,85.38,296132.77,97.96
299212.74,98.98,85.38,296132.77,97.96
299212.74,98.98,85.38,296132.77,97.96
299212.74,98.98,85.38,296132.77,97.96
299212.74,98.98,85.38,296132.77,97.96
299212.74,98.98,85.38,296132.77,97.96
299212.74,98.98,85.38,296132.77,97.96
299212.74,98.98,85.38,296132.77,97.96
299212.74,98.98,85.38,296166.71,97.97
299212.74,98.98,85.38,296166.71,97.97
299212.74,98.98,85.38,296166.71,97.97
299212.74,98.98,85.38,296166.71,97.97
299212.74,98.98,85.38,296166.71,97.97
299212.74,98.98,85.38,296166.71,97.97
299212.74,98.98,85.38,296166.71,97.97
299212.74,98.98,85.38,296166.71,97.97
299212.74,98.98,85.38,296166.71,97.97
299212.74,98.98,85.38,296166.71,97.97
299212.74,98.98,85.38,296166.71,97.97
299212.74,98.98,85.38,296166.71,97.97
299212.74,98.98,85.38,296166.71,97.97
299212.74,98.98,85.38,296166.71,97.97
299212.74,98.98,85.38,296166.71,97.97
299212.74,98.98,85.38,296166.71,97.97
299212.74,98.98,85.38,296166.71,97.97
299212.74,98.98,85.38,296166.71,97.97
299212.74,98.98,85.38,296166.71,97.97
299212.74,98.98,85.38,296166.71,97.97
299212.74,98.98,85.38,296166.71,97.97
299212.74,98.98,85.38,296166.71,97.97
299212.74,98.98,85.38,296166.71,97.97
299212.74,98.98,85.38,296166.71,97.97
299212.74,98.98,85.38,296166.71,97.97
299212.74,98.98,85.38,296166.71,97.97
299212.74,98.98,85.38,296166.71,97.97
299212.74,98.98,85.38,296166.71,97.97
299212.74,98.98,85.38,296166.71,97.97
299212.74,98.98,85.38,296166.71,97.97
299212.74,98.98,85.38,296166.71,97.97
299212.74,98.98,85.38,296166.71,97.97
299212.74,98.98,85.38,296166.71,97.97
299212.74,98.98,85.38,296166.71,97.97
299212.74,98.98,85.38,296166.71,97.97
299212.74,98.98,85.38,296166.71,97.97
299212.74,98.98,85.38,296166.71,97.97
299212.74,98.98,85.38,296166.71,97.97
299212.74,98.98,85.38,296166.71,97.97
299212.74,98.98,85.38,296166.71,97.97
299212.74,98.98,85.38,296166.71,97.97
299212.74,98.98,85.38,296166.71,97.97
299212.74,98.98,85.38,296166.71,97.97
299212.74,98.98,85.38,296166.71,97.97
299212.74,98.98,85.38,296166.71,97.97
299212.74,98.98,85.38,296166.71,97.97
299212.74,98.98,85.38,296166.71,97.97
299212.74,98.98,85.38,296166.71,97.97
299212.74,98.98,85.38,296166.71,97.97
299212.74,98.98,85.38,296166.71,97.97
299212.74,98.98,85.38,296166.71,97.97
299212.74,98.98,85.38,296166.71,97.97
299212.74,98.98,85.38,296166.74,97.97
299212.74,98.98,85.38,296166.74,97.97
299212.74,98.98,85.38,296166.74,97.97
299054.06,98.98,85.38,296006.33,97.97
299054.06,98.98,85.38,296006.33,97.97
299054.06,98.98,85.38,296006.33,97.97
298895.38,98.98,85.38,295847.86,97.97
298895.38,98.98,85.38,295847.86,97.97
298895.38,98.98,85.38,295847.86,97.97
298895.38,98.98,85.38,295847.86,97.97
298895.38,98.98,85.38,295847.86,97.97
298895.38,98.98,85.38,295844.0,97.97
298895.38,98.98,85.38,295844.0,97.97
298895.38,98.98,85.38,295844.0,97.97
298895.38,98.98,85.38,295844.0,97.97
298895.38,98.98,85.38,295844.0,97.97
298895.38,98.98,85.38,295844.0,97.97
298895.38,98.98,85.38,295844.0,97.97
298895.38,98.98,85.38,295844.0,97.97
298895.38,98.98,85.38,295844.0,97.97
298895.38,98.98,85.38,295844.0,97.97
298895.38,98.98,85.38,295844.0,97.97
298895.38,98.98,85.38,295844.0,97.97
298895.38,98.98,85.38,295844.0,97.97
298895.38,98.98,85.38,295844.0,97.97
298895.38,98.98,85.38,295844.0,97.97
298895.38,98.98,85.38,295844.0,97.97
298895.38,98.98,85.38,295844.0,97.97
298895.38,98.98,85.38,295844.0,97.97
298895.38,98.98,85.38,295844.0,97.97
298895.38,98.98,85.38,295844.0,97.97
298895.38,98.98,85.38,295844.0,97.97
298895.38,98.98,85.38,295844.0,97.97
298895.38,98.98,85.38,295844.0,97.97
298895.38,98.98,85.38,295844.0,97.97
298895.38,98.98,85.38,295844.0,97.97
298895.38,98.98,85.38,295844.0,97.97
298895.38,98.98,85.38,295844.0,97.97
298895.38,98.98,85.38,295844.0,97.97
298895.38,98.98,85.38,295844.0,97.97
298895.38,98.98,85.38,295844.0,97.97
298895.38,98.98,85.38,295844.0,97.97
298895.38,98.98,85.38,295844.0,97.97
298895.38,98.98,85.38,295844.0,97.97
298895.38,98.98,85.38,295844.0,97.97
298895.38,98.98,85.38,295844.0,97.97
298895.38,98.98,85.38,295844.0,97.97
298895.38,98.98,85.38,295844.0,97.97
298895.38,98.98,85.38,295844.0,97.97
298895.38,98.98,85.38,295844.0,97.97
298895.38,98.98,85.38,295842.45,97.97
298895.38,98.98,85.38,295842.45,97.97
298895.38,98.98,85.38,295842.45,97.97
298895.38,98.98,85.38,295816.81,97.96
298895.38,98.98,85.38,295816.81,97.96
298895.38,98.98,85.38,295816.81,97.96
298895.38,98.98,85.38,295816.81,97.96
298895.38,98.98,85.38,295816.81,97.96
298895.38,98.98,85.38,295816.81,97.96
298895.38,98.98,85.38,295816.81,97.96
298895.38,98.98,85.38,295816.81,97.96
298895.38,98.98,85.38,295816.81,97.96
298895.38,98.98,85.38,295816.81,97.96
298895.38,98.98,85.38,295816.81,97.96
298895.38,98.98,85.38,295843.99,97.97
298895.38,98.98,85.38,295843.99,97.97
298895.38,98.98,85.38,295843.99,97.97
298895.38,98.98,85.38,295825.03,97.96
